Time(s),dataset,Engine RPM (rpm),Ambient Air Temperature (°F),Vehicle Speed (MPH),Absolute Throttle Position (%),Absolute Load Value (%),Calculated Engine Load Value (%),Fuel Level Input (%),Engine Coolant Temperature (°F)
826.5,dataset6,2235,88,75,38.1,72.6,54.4,98.1,208
829.4,dataset6,2187,88,75,16.1,74.9,55.3,98.4,210
832.3,dataset6,2196,88,75,26.9,78.8,63.1,97.8,210
835.2,dataset6,2206,88,76,47.4,96.2,59.8,94.1,210
838.1,dataset6,2257,88,77,48.1,118,41.2,94.3,207
841,dataset6,2253,88,78,49,66.8,38,94.9,206
843.9,dataset6,2210,88,76,30.3,18.8,27.5,94.3,201
846.8,dataset6,2193,88,75,11.4,30,22.8,92.9,200
849.7,dataset6,2089,88,71,11,29.3,10.2,93.6,196
852.6,dataset6,2094,88,71,11.7,21.7,9.9,94.9,195
855.5,dataset6,2125,88,68,25.4,24.9,9,94.5,194
858.4,dataset6,2113,88,68,25.5,54.2,15.1,93.7,194
861.3,dataset6,2030,88,67,24.3,54.5,30.2,93.4,196
864.2,dataset6,2017,88,67,24.3,62.8,27,92.6,196
867.1,dataset6,1913,88,66,22.3,62.6,17.7,92.9,198
870,dataset6,1926,88,67,22.2,59.3,29.2,93.7,198
872.9,dataset6,1991,88,67,19.2,61.7,53.7,93.4,199
875.8,dataset6,2097,88,67,18,74.5,35,92.9,200
878.7,dataset6,2358,88,66,12.2,76.2,11.2,93.6,201
881.6,dataset6,2190,88,67,15.5,80.4,47.4,94.2,202
884.5,dataset6,1947,88,67,23.5,53.9,46.9,94.9,203
887.4,dataset6,1945,88,67,33.7,15.7,43.1,95.6,205
890.3,dataset6,1959,88,67,49,48.1,41.1,98.4,205
893.2,dataset6,2158,88,68,37.8,80.4,33.3,97.2,207
896.1,dataset6,2133,88,68,26.9,65.5,37.1,94.1,207
899,dataset6,1991,88,68,42.3,70.6,45.9,94.4,208
901.9,dataset6,2001,88,69,40.2,103.5,44.1,94.9,209
904.8,dataset6,2029,88,70,26.2,96.4,41.2,94,210
907.7,dataset6,2035,88,70,29.6,70.6,42.1,92.9,209
910.6,dataset6,2048,87,70,46.2,73.6,43.1,93.9,207
913.5,dataset6,2059,86,71,45.5,82.8,43.5,94.9,204
916.4,dataset6,2080,86,71,42.3,78.6,43.5,94.9,201
919.3,dataset6,2098,86,72,33.9,67.1,43.5,95.2,199
922.2,dataset6,2127,86,72,11.8,64.2,39.6,98.4,197
925.1,dataset6,2079,86,71,11.5,59.6,8.3,97.7,194
928,dataset6,2029,86,70,11,59.1,13.1,94.1,194
930.9,dataset6,1989,86,69,26.3,58.4,43.5,94.1,194
933.8,dataset6,1993,86,68,49,75.9,44.3,94.1,194
936.7,dataset6,2052,86,70,48.3,94.5,47.4,94.3,196
939.6,dataset6,2057,86,70,47.3,85.5,46,94.9,197
942.5,dataset6,2097,86,71,32.5,85,41.9,94.8,199
945.4,dataset6,2101,86,72,33.7,79.2,50.7,94.5,200
948.3,dataset6,2118,86,73,48.9,79.7,68.6,94.4,203
951.2,dataset6,2112,86,72,48.8,82.8,64.9,94.1,204
954.1,dataset6,2093,86,71,47,73.9,58.4,93.5,207
957,dataset6,2075,86,71,44.5,29.1,49.7,92.6,207
959.9,dataset6,2025,86,70,30.2,37.1,36.9,93.1,208
962.8,dataset6,2029,86,70,28.2,65.5,38.9,93.7,209
965.7,dataset6,2037,86,70,21.6,47.5,41,94.1,210
968.6,dataset6,2043,86,70,23.3,12.2,36.9,94.2,207
971.5,dataset6,2052,86,70,26.7,24.6,35.4,94.9,206
974.4,dataset6,2229,86,72,22.3,39.2,27.5,94.7,201
977.3,dataset6,2213,86,73,16.8,16.3,24.8,94.1,200
980.2,dataset6,2099,86,71,11.8,15.9,17.7,94.1,196
983.1,dataset6,2078,86,70,11.7,14.3,14.7,94.1,195
986,dataset6,1989,86,68,10.6,16.9,8.6,94.1,192
988.9,dataset6,2005,86,68,15.6,34.6,10,94.1,192
991.8,dataset6,2052,86,65,46.2,49.3,12.2,94.1,192
994.7,dataset6,2004,88,65,38.6,96.5,26.8,94.1,193
997.6,dataset6,1916,88,65,14.5,86.7,41.7,93,194
1000.5,dataset6,1914,88,65,16.4,68.2,44.3,93,196
1003.4,dataset6,1910,88,64,20,73.4,39.9,93.7,196
1006.3,dataset6,1801,88,63,15.8,80.4,14.5,93.8,199
1009.2,dataset6,1799,88,62,10.2,56.4,19.4,94.1,200
1012.1,dataset6,1781,88,61,14.2,31,39.2,94.3,201
1015,dataset6,1771,88,61,18.3,12.7,36.8,94.9,201
1017.9,dataset6,1714,88,61,11,17.6,30.6,94.5,201
1020.8,dataset6,1747,88,61,11.9,77.7,25.3,93.7,201
1023.7,dataset6,1897,88,63,23.9,75,14.1,93.9,199
1026.6,dataset6,1890,88,63,22.1,59.3,12.7,94.1,199
1029.5,dataset6,1868,88,63,11.4,57.9,10.6,93.9,199
1032.4,dataset6,1852,88,63,15.6,54.5,32,94,199
1035.3,dataset6,1823,88,63,28.6,42.7,52.5,98.4,198
1038.2,dataset6,1819,88,63,27.3,18.9,33.7,98.4,198
1041.1,dataset6,1814,88,62,24.3,27.8,34.1,98.4,198
1044,dataset6,1855,88,62,37.2,40.8,36.9,97.2,198
1046.9,dataset6,1882,88,63,54.5,28.2,36.9,92.6,198
1049.8,dataset6,1796,88,63,31.9,17.7,36.9,92.5,198
1052.7,dataset6,1804,88,63,12.5,53.8,44.9,92.6,198
1055.6,dataset6,1861,88,62,59.5,57.4,65.5,92.7,198
1058.5,dataset6,2004,88,63,58.3,108.6,52.9,92.9,198
1061.4,dataset6,2722,88,70,30.5,115.2,25.9,93.4,199
1064.3,dataset6,2592,88,70,30.7,165,48.3,94.1,201
1067.2,dataset6,2151,88,73,31.7,149.7,86.6,94.1,203
1070.1,dataset6,2166,88,73,28.7,92.5,74.7,94.1,204
1073,dataset6,2205,88,74,12.2,82.9,58.8,92.5,207
1075.9,dataset6,2197,88,74,22.1,55.3,53.6,91.2,208
1078.8,dataset6,2185,88,74,47.8,78.9,46.3,94.9,210
1081.7,dataset6,2153,88,75,33.6,117.6,9.8,94.8,212
1084.6,dataset6,2119,88,75,11,69.6,12.1,94.1,211
1087.5,dataset6,2089,88,71,17.2,13.3,21.6,93.9,207
1090.4,dataset6,2090,88,71,24.1,38.7,26.5,93.3,205
1093.3,dataset6,2094,88,71,32.5,60.2,41.2,93.6,201
1096.2,dataset6,2093,88,71,32.1,62.8,38.8,94.1,200
1099.1,dataset6,2087,88,71,21.2,63.5,32.9,93.7,196
1102,dataset6,2091,88,72,21.7,69.1,38.2,92.9,196
1104.9,dataset6,2105,88,72,26.2,66.5,47.8,93.3,196
1107.8,dataset6,2110,88,72,28.7,49.9,45.9,93.7,197
1110.7,dataset6,2124,88,73,40.4,58,43.1,93.3,198
1113.6,dataset6,2138,88,73,39.4,81.6,42.9,92.9,199
1116.5,dataset6,2164,88,75,36,81.1,42.8,98.4,201
1119.4,dataset6,2182,88,75,33.9,80,43.1,97.9,203
1122.3,dataset6,2209,88,76,28.2,57.2,39.9,92.2,205
1125.2,dataset6,2222,88,75,22.3,18.8,6.7,93.3,207
1128.1,dataset6,2228,88,74,12.5,17.7,11.1,98.4,207
1131,dataset6,2104,88,72,25.8,17.9,29.4,97.4,207
1133.9,dataset6,2119,88,72,37.9,60.8,25.2,94.9,207
1136.8,dataset6,2194,88,71,23.9,59.8,16.1,93.8,208
1139.7,dataset6,2153,88,71,23.8,54.6,19.6,92.2,208
1142.6,dataset6,2030,88,71,22.7,49.2,24.7,93,208
1145.5,dataset6,2040,88,71,20.7,30.3,26.8,94.1,208
1148.4,dataset6,2062,88,70,11.8,26.8,29.4,93.4,207
1151.3,dataset6,2093,88,70,12.3,16.2,24.6,92.6,206
1154.2,dataset6,2148,88,68,14.1,28.4,19.8,92.3,205
1157.1,dataset6,2127,88,68,23.6,57.7,43.5,92.3,203
1160,dataset6,2099,88,68,46.6,64,42.8,93.7,201
1162.9,dataset6,2066,88,69,47.2,72.9,37.6,93.7,201
1165.8,dataset6,2039,88,70,47.8,68,38,93.7,202
1168.7,dataset6,2057,88,71,43.4,63.7,39.2,93.7,203
1171.6,dataset6,2097,88,71,38.4,65.5,37.7,93.7,204
1174.5,dataset6,2279,88,71,24.3,66.6,34.5,93.4,207
1177.4,dataset6,2234,88,71,22.9,72.2,35.1,92.9,207
1180.3,dataset6,2083,88,71,11.8,70.1,36.1,92.8,208
1183.2,dataset6,2123,88,71,13.8,62.4,24.8,92.6,208
1186.1,dataset6,2218,88,70,23.5,61.1,10.2,92.7,208
1189,dataset6,2167,88,70,30.5,57.3,33.3,93,208
1191.9,dataset6,2072,88,70,52.5,59,54.1,94.9,208
1194.8,dataset6,2067,88,70,42.8,62.8,10.2,94.7,207
1197.7,dataset6,2061,88,71,21.2,62.6,11.9,92.9,206
1200.6,dataset6,2024,88,71,18.1,62.4,25.5,93.2,203
1203.5,dataset6,1989,88,70,13.3,51.9,28.4,94.1,202
1206.4,dataset6,2032,88,70,22,42.3,40.4,94,199
1209.3,dataset6,2036,88,70,31,60.4,40.1,93.7,200
1212.2,dataset6,2063,88,71,16.9,61,39.2,93.7,201
1215.1,dataset6,2044,88,71,16.3,66.7,30,93.7,202
1218,dataset6,1972,88,70,11,58.7,11.8,93.7,203
1220.9,dataset6,1958,88,69,11.6,13.8,11.3,93.7,204
1223.8,dataset6,1917,88,66,15.3,21.4,10.6,93.7,205
1226.7,dataset6,1915,88,66,22.8,47.1,31.1,93.7,205
1229.6,dataset6,1912,88,65,47.8,75.5,53.4,93.7,205
1232.5,dataset6,1963,88,67,42.3,137.6,77.6,93.7,207
1235.4,dataset6,2034,88,69,30.2,112.9,71.1,93.7,207
1238.3,dataset6,2146,88,69,38.9,73.7,13,93.6,207
1241.2,dataset6,2240,88,70,52.2,82.9,26.3,92.9,207
1244.1,dataset6,2036,88,70,44.6,94.3,79.2,92.8,207
1247,dataset6,2041,88,70,36.8,149.3,80.1,92.6,207
1249.9,dataset6,2069,88,71,34.5,146.6,82.3,93,208
1252.8,dataset6,2074,88,71,32.2,127.4,83.4,93.7,210
1255.7,dataset6,2090,88,71,16.9,103.2,85.1,93.7,212
1258.6,dataset6,2136,88,71,18.3,12.2,65.4,93.7,212
1261.5,dataset6,2238,88,68,24.3,43.5,43,91,212
1264.4,dataset6,2148,88,69,29.4,112.9,56.4,91.3,209
1267.3,dataset6,2027,88,70,40.8,106.2,52.2,93.7,206
1270.2,dataset6,2072,88,71,37.3,96.5,22,93.8,203
1273.1,dataset6,2119,88,73,31.8,88.9,23,94.1,203
1276,dataset6,2217,88,75,26.8,79.7,28.2,93.8,201
1278.9,dataset6,2213,88,76,20.8,12.7,27.5,92.9,202
1281.8,dataset6,2178,88,76,18.4,16.7,25.5,93.2,203
1284.7,dataset6,2185,88,76,17.8,52.2,24.9,93.7,204
1287.6,dataset6,2207,88,76,12.9,45,23.9,92.9,205
1290.5,dataset6,2233,88,75,13.9,17.3,24.1,91.8,206
1293.4,dataset6,2288,88,73,17.6,27.6,24.6,92.2,207
1296.3,dataset6,2276,88,73,22.2,50.6,35.3,92.6,207
1299.2,dataset6,2259,88,73,32.1,60.9,36.2,92.9,207
1302.1,dataset6,2241,88,73,24.9,76.1,47,92.9,208
1305,dataset6,2223,88,74,12.9,54.1,40.1,92.9,209
1307.9,dataset6,2243,88,71,14.3,27.8,7.5,92.9,210
1310.8,dataset6,2234,88,71,16.1,54.8,21,92.9,210
1313.7,dataset6,2096,88,72,28.4,83.5,76,92.6,207
1316.6,dataset6,2097,88,72,43.1,76.1,68.3,91.8,206
1319.5,dataset6,2105,88,72,39.1,68.7,42.7,92.4,203
1322.4,dataset6,2110,88,72,34.9,76.5,42.4,94.1,202
1325.3,dataset6,2141,88,73,33.7,75.3,41.6,94,199
1328.2,dataset6,2142,88,73,32,64.3,35.2,93.7,198
1331.1,dataset6,2146,88,73,16.9,62.8,23.5,93,196
1334,dataset6,2135,88,73,23.3,56.1,27.3,92.2,196
1336.9,dataset6,2111,88,73,48.6,69.8,32,93,196
1339.8,dataset6,2141,88,73,44.7,100.4,45.9,93.6,198
1342.7,dataset6,2178,88,75,36.9,93.5,45.3,92.9,198
1345.6,dataset6,2207,88,75,42.1,84.3,41.9,92.6,201
1348.5,dataset6,2201,88,76,48.6,77.8,34.8,91.8,202
1351.4,dataset6,2155,88,75,31,70.9,14.5,94.2,203
1354.3,dataset6,2159,88,75,16.4,59.2,19.5,98.4,204
1357.2,dataset6,2170,88,75,10.6,56.9,27.5,95.6,205
1360.1,dataset6,2155,88,74,18.6,49.5,28.4,92.6,206
1363,dataset6,2126,88,73,44.7,68.6,29.4,93,207
1365.9,dataset6,2266,88,73,47.5,116.8,33.5,92.9,207
1368.8,dataset6,2499,88,75,55.3,123,38.4,93,207
1371.7,dataset6,2393,88,76,51.9,134.5,57.6,93,210
1374.6,dataset6,2248,88,77,44.7,117.3,56.6,93.7,210
1377.5,dataset6,2259,88,78,42.5,89.8,44.3,93.6,212
1380.4,dataset6,2273,88,78,38.4,80.8,42.9,92.6,211
1383.3,dataset6,2352,88,78,39.8,68.2,32.9,92.8,207
1386.2,dataset6,2433,88,78,42,79.2,33,93.7,206
1389.1,dataset6,2581,88,79,36.7,91.4,33.3,93.5,201
1392,dataset6,2536,88,79,30.8,83.7,33.7,92.9,200
1394.9,dataset6,2259,88,78,25.1,75.3,34.5,92.5,198
1397.8,dataset6,2258,88,78,25.5,59.3,33.4,91.8,198
1400.7,dataset6,2255,88,78,27.4,60.7,31.8,92.2,198
1403.6,dataset6,2255,88,78,27.2,65.5,32.9,92.5,198
1406.5,dataset6,2254,88,78,26.3,58.9,33.5,91.4,199
1409.4,dataset6,2257,88,77,26,47.5,22.8,91.6,201
1412.3,dataset6,2269,88,76,25.5,59.4,25,92.9,201
1415.2,dataset6,2470,88,76,26.8,71.2,34.5,92.8,203
1418.1,dataset6,2431,88,76,27.5,62.4,30.5,92.6,204
1421,dataset6,2210,88,76,10.6,62,21.6,92.7,207
1423.9,dataset6,2206,88,76,14.5,58.9,26,92.9,207
1426.8,dataset6,2190,88,75,53.3,68.2,34.1,93.3,207
1429.7,dataset6,2207,88,76,52.5,110.6,40.6,93.7,207
1432.6,dataset6,2252,88,77,47.8,100.3,49,93.7,208
1435.5,dataset6,2257,88,77,45.3,71.4,44.9,93.7,210
1438.4,dataset6,2265,88,78,36.8,71.3,40.7,92.6,212
1441.3,dataset6,2270,88,78,38,71,36.1,92.6,207
1444.2,dataset6,2278,88,78,40.8,93.3,36.6,93.7,206
1447.1,dataset6,2304,88,79,31.2,136.1,44.3,93.7,201
1450,dataset6,2335,88,80,12.2,97.3,40.2,92.9,201
1452.9,dataset6,2287,88,79,11.7,40,8.3,93.1,198
1455.8,dataset6,2253,88,78,11,39.6,10.3,93.7,197
1458.7,dataset6,2356,88,75,16.3,37.9,17.3,93.7,196
1461.6,dataset6,2313,88,75,21,17,14.4,93.7,196
1464.5,dataset6,2095,88,72,11,22.5,8.2,93,198
1467.4,dataset6,2120,88,72,12.7,51,20,91.8,198
1470.3,dataset6,2197,88,70,22.3,53.5,38,92.3,198
1473.2,dataset6,2146,88,70,22.8,61.6,35.9,92.9,198
1476.1,dataset6,2046,88,70,24.3,61,34,92.2,199
1479,dataset6,2047,88,70,32.8,60,39.6,92.4,201
1481.9,dataset6,2050,88,70,48.2,65.1,39.8,93.7,201
1484.8,dataset6,2099,88,71,30.7,71,40.8,93.2,203
1487.7,dataset6,2090,88,71,12.8,60.4,39.7,91.8,203
1490.6,dataset6,2040,88,70,44.7,53.6,37.3,91.9,203
1493.5,dataset6,2082,88,70,40.6,60.4,31.1,92.2,204
1496.4,dataset6,2214,88,71,13.3,52.2,20.8,92.5,207
1499.3,dataset6,2154,88,70,16.5,16.5,25.8,92.9,207
1502.2,dataset6,2010,88,69,30.6,33,32.5,92.9,207
1505.1,dataset6,2028,88,70,32.3,79.6,38.8,92.9,207
1508,dataset6,2059,88,71,37.2,79.4,43.2,92.9,208
1510.9,dataset6,2157,88,71,32.2,78.8,9.8,92.9,210
1513.8,dataset6,2291,88,71,21.2,52.9,9.8,92.9,210
1516.7,dataset6,2139,88,69,18.5,12.6,10.2,92.9,208
1519.6,dataset6,1979,88,68,14.1,14.2,10.4,92.9,208
1522.5,dataset6,1859,88,64,16.4,16.1,11.4,92.9,203
1525.4,dataset6,1860,88,64,19.2,33.5,22,92.6,202
1528.3,dataset6,1878,88,65,32.4,52.5,56.8,92.3,198
1531.2,dataset6,1925,88,65,44.5,100.4,43.7,91.8,197
1534.1,dataset6,2175,88,66,46.2,98.4,13.3,91.5,196
1537,dataset6,2145,88,66,44.9,82.4,25.9,91,196
1539.9,dataset6,1998,88,67,11.8,79.8,49.8,91.4,196
1542.8,dataset6,1983,88,67,13.1,65.5,40.1,92.2,197
1545.7,dataset6,1938,88,66,21.2,63.6,25.9,91.6,199
1548.6,dataset6,1989,88,66,21.5,55.7,30,91,200
1551.5,dataset6,2109,88,66,23.1,55.3,35.3,92.6,201
1554.4,dataset6,2026,88,66,20.3,54.1,35.1,94.1,202
1557.3,dataset6,1865,88,65,11,67.4,34.6,92.9,203
1560.2,dataset6,1897,88,65,15.7,94.1,27.5,92.9,205
1563.1,dataset6,1936,88,65,25.1,91.6,29.5,92.9,205
1566,dataset6,1953,88,66,27.2,88.2,42.3,92.9,207
1568.9,dataset6,1967,88,66,30.2,65.7,41.5,92.9,207
1571.8,dataset6,1965,88,66,20.4,50.1,38.4,93.1,208
1574.7,dataset6,1991,88,67,13.3,120.7,34.6,93.3,209
1577.6,dataset6,2095,88,67,34.1,114.2,27.1,92.7,210
1580.5,dataset6,2094,88,67,38.4,83.9,20.1,91.8,209
1583.4,dataset6,2091,88,67,56.8,102.7,11.4,92.8,208
1586.3,dataset6,2084,88,68,49.6,150.2,38.3,93.6,207
1589.2,dataset6,2072,88,71,29.4,113.4,57.6,92.6,206
1592.1,dataset6,2156,88,71,29.4,53.3,14.5,92.6,203
1595,dataset6,2228,88,71,29.4,60.6,17.4,92.9,203
1597.9,dataset6,2055,88,71,20.2,66.8,29,92,201
1600.8,dataset6,2058,88,71,12.3,39.3,34.1,89.8,201
1603.7,dataset6,2076,88,71,34.9,37,46.3,90.7,199
1606.6,dataset6,2071,88,71,33.6,18.9,48,92.2,200
1609.5,dataset6,2052,88,71,22.7,32.4,51.4,91.7,201
1612.4,dataset6,2082,88,71,24.2,94.1,66,91,202
1615.3,dataset6,2174,88,73,33.7,89.1,88.2,92.2,203
1618.2,dataset6,2552,88,73,34.3,69.8,82.1,93.7,205
1621.1,dataset6,3316,88,75,36.5,79.5,74.1,91,208
1624,dataset6,2911,88,75,33.3,105.1,9.8,91.1,210
1626.9,dataset6,2285,88,75,25.1,83.7,10.8,92.9,212
1629.8,dataset6,2201,88,74,22.9,40.4,27.8,92.9,210
1632.7,dataset6,2079,88,73,18,49.3,29.5,92.6,210
1635.6,dataset6,2098,88,73,15.7,64.7,49.8,92.5,205
1638.5,dataset6,2122,88,73,11.4,71.7,44.4,92.6,204
1641.4,dataset6,2087,88,72,11.2,81.2,9.8,92.5,201
1644.3,dataset6,2052,88,71,11,51.5,12.9,92.6,200
1647.2,dataset6,1995,88,68,23.7,22.9,23.9,92.2,198
1650.1,dataset6,1994,88,68,37.6,151.7,22.8,91,198
1653,dataset6,1986,88,69,23.9,141.8,19.2,91.5,199
1655.9,dataset6,1978,88,69,11.4,14.6,16.5,92.6,200
1658.8,dataset6,1932,88,66,11,16.3,10.2,92.5,201
1661.7,dataset6,1943,88,67,11.2,29.9,17.5,92.6,201
1664.6,dataset6,1988,88,68,13.3,38.2,31.4,93.5,201
1667.5,dataset6,2292,88,68,21,86.3,52.2,94.9,202
1670.4,dataset6,3226,88,71,73.3,108.6,83.9,94,203
1673.3,dataset6,3187,88,73,66.5,186.6,83.4,92.9,205
1676.2,dataset6,3104,88,80,37.2,134.5,82.1,92.9,208
1679.1,dataset6,2779,88,79,32.9,13.8,22,92.7,211
1682,dataset6,2304,88,79,22.3,37.6,24,89.8,214
1684.9,dataset6,2310,88,79,28.9,76.5,43.1,90.2,212
1687.8,dataset6,2317,88,80,39.6,74.3,44.9,91.8,211
1690.7,dataset6,2350,88,80,39.1,71.8,54.9,91.7,207
1693.6,dataset6,2349,88,81,38.7,73,47.5,91.4,206
1696.5,dataset6,2340,88,80,47.4,72.5,29.8,91.5,203
1699.4,dataset6,2345,88,80,47.8,69.4,32.3,91.8,202
1702.3,dataset6,2361,88,81,50.1,60.5,36.5,92.1,199
1705.2,dataset6,2327,88,80,44,16.5,27.1,92.5,200
1708.1,dataset6,2244,88,79,11,15.7,14.9,91,201
1711,dataset6,2238,88,78,16.7,13.4,22.4,89.6,202
1713.9,dataset6,2228,88,76,33.3,31,30.2,92.2,203
1716.8,dataset6,2235,88,76,32.9,68.2,44.7,92.1,205
1719.7,dataset6,2244,88,77,31.8,68.8,43.9,91.8,205
1722.6,dataset6,2250,88,77,31,69.8,34.9,91.6,207
1725.5,dataset6,2254,88,78,29.8,67,34.9,90.6,207
1728.4,dataset6,2223,88,77,21,62.7,34.9,91.3,208
1731.3,dataset6,2205,88,76,11.4,13.8,27.2,92.9,208
1734.2,dataset6,2096,88,72,11,13.7,8.2,92,208
1737.1,dataset6,2075,88,71,12.9,13.8,14.1,90.2,207
1740,dataset6,2002,88,69,31.4,17.5,24.3,91.2,205
1742.9,dataset6,2012,88,69,29.7,32.2,26.2,92.5,203
1745.8,dataset6,2038,88,68,22,28.2,28.6,92.5,199
1748.7,dataset6,2005,88,68,19.6,15.4,20,92.5,198
1751.6,dataset6,1933,88,66,10.6,14.9,9.8,89.8,196
1754.5,dataset6,1893,88,65,10.6,13.8,10.8,90,194
1757.4,dataset6,1826,88,63,10.6,30.1,13.1,92.6,192
1760.3,dataset6,1926,88,62,22.8,60.8,30.6,92.5,192
1763.2,dataset6,2052,88,62,47.8,87.8,33.2,92.6,192
1766.1,dataset6,1995,88,63,32.3,125.9,52.1,92.5,194
1769,dataset6,1949,88,65,11.4,115.6,55,92.2,194
1771.9,dataset6,1979,88,66,18.8,104.2,64.7,91.8,196
1774.8,dataset6,2000,88,66,24.8,78.1,56.1,91,196
1777.7,dataset6,2093,88,67,15.3,68.9,37.6,91.6,198
1780.6,dataset6,2050,88,67,17.4,18.1,30.5,92.5,198
1783.5,dataset6,1942,88,66,27.8,34.9,21.4,91.1,198
1786.4,dataset6,1975,88,67,38.2,74.1,64.7,90,198
1789.3,dataset6,2017,88,68,61.2,52.8,58.6,91.8,198
1792.2,dataset6,2001,88,69,40.5,21.6,20.4,91.4,199
1795.1,dataset6,1994,88,69,11,17.8,18.7,89.8,199
1798,dataset6,1853,88,63,11.6,17,11.4,90.3,199
1800.9,dataset6,1865,88,64,12.2,134.5,24.3,91.8,200
1803.8,dataset6,1933,88,65,12.5,117,53.7,90.3,201
1806.7,dataset6,1968,88,66,13.9,21.2,57.8,87.8,202
1809.6,dataset6,2058,88,66,20.4,38.9,62.8,89.4,203
1812.5,dataset6,2125,88,66,21.6,86.3,12.6,91.1,205
1815.4,dataset6,2228,88,66,24.7,59.9,16.1,92.9,207
1818.3,dataset6,2086,88,66,22.6,14.9,47.8,92.8,208
1821.2,dataset6,1947,88,66,19.2,20.9,44.9,91.8,208
1824.1,dataset6,2008,88,65,40.5,28.6,31.4,92,208
1827,dataset6,2012,88,65,67.8,45.8,32.4,92.6,208
1829.9,dataset6,2087,88,68,48.5,62.5,36.9,92.1,208
1832.8,dataset6,2077,88,68,27.1,18.9,45.4,91,208
1835.7,dataset6,2010,88,69,12.2,18.7,70.9,89,208
1838.6,dataset6,2000,88,69,12.6,13.8,54.7,83.9,208
1841.5,dataset6,1931,88,66,31.3,22.4,9.8,84.9,207
1844.4,dataset6,1919,88,66,32.1,165,10.5,86.7,206
1847.3,dataset6,1860,88,65,45.4,167.5,12.2,88.3,203
1850.2,dataset6,1954,88,65,46.6,186.9,12.8,91,204
1853.1,dataset6,2350,88,66,58.4,182.4,14.1,91.6,207
1856,dataset6,3140,88,68,57.8,155.2,43.3,92.6,209
1858.9,dataset6,5623,88,75,53.7,140.9,88.6,91.7,212
1861.8,dataset6,4782,88,76,46.3,80.8,64.9,90.6,213
1864.7,dataset6,2582,88,80,12.5,76.1,34.1,90.4,216
1867.6,dataset6,2501,88,80,12.6,63.2,45.7,90.1,215
1870.5,dataset6,2344,88,81,12.9,65.3,58,87.1,214
1873.4,dataset6,2312,88,80,14.3,70.2,35.8,87.2,210
1876.3,dataset6,2258,88,79,18,50.3,15.1,91.8,207
1879.2,dataset6,2227,88,77,21.3,13,30.6,91.8,201
1882.1,dataset6,2191,88,75,27.4,35.8,40.4,91.8,201
1885,dataset6,2382,88,75,31.7,63.3,92.1,91.8,199
1887.9,dataset6,2591,88,75,37.3,89.8,77.2,91.8,201
1890.8,dataset6,3044,88,78,29.6,84.9,31,91.5,205
1893.7,dataset6,2910,88,78,21.9,17.7,23.2,91,206
1896.6,dataset6,2257,88,78,14.9,22.1,6.3,90.5,208
1899.5,dataset6,2247,88,77,18.7,46.7,17.4,89.8,209
1902.4,dataset6,2221,88,76,38.4,52.6,32.9,90.4,210
1905.3,dataset6,2224,88,76,35.6,69.8,35,91,208
1908.2,dataset6,2228,88,76,28.6,67.1,36.5,91,206
1911.1,dataset6,2228,88,76,27.5,62.7,31.8,91,201
1914,dataset6,2229,88,76,25.5,62,32.1,91,201
1916.9,dataset6,2232,88,77,25.5,61.2,33.3,91,198
1919.8,dataset6,2248,88,77,25.5,61.6,33.2,91,197
1922.7,dataset6,2365,88,77,41.4,63.5,32.9,90.6,194
1925.6,dataset6,2451,88,77,58.4,157.2,38.6,89.4,195
1928.5,dataset6,3170,88,82,42.6,154.4,56.5,89.8,199
1931.4,dataset6,3063,88,82,27.1,96.5,56.9,90.6,201
1934.3,dataset6,2375,88,82,14.9,90.2,58,91.7,205
1937.2,dataset6,2384,88,82,17.2,13,50.4,93.7,206
1940.1,dataset6,2425,88,80,54.9,14,33.3,90.7,208
1943,dataset6,2387,88,79,49.5,21.2,22.7,86.3,209
1945.9,dataset6,2273,88,78,19.2,28.8,6.7,88.9,210
1948.8,dataset6,2260,88,77,21.6,57.3,21.8,91.7,209
1951.7,dataset6,2232,88,77,30.6,57.1,38.2,87.1,208
1954.6,dataset6,2235,88,77,28.7,56.9,30.2,87.1,205
1957.5,dataset6,2240,88,77,24.7,57.5,30.5,87.9,204
1960.4,dataset6,2237,88,77,26.1,58.4,32.9,88.1,199
1963.3,dataset6,2234,88,77,28.2,61.3,33.2,89.4,199
1966.2,dataset6,2237,88,77,27.1,64.7,34.5,89.8,194
1969.1,dataset6,2237,88,77,25.5,64.3,34.4,91,194
1972,dataset6,2237,88,77,26.7,63.9,34.1,89.9,194
1974.9,dataset6,2237,88,77,28.2,64.1,33.8,86.3,194
1977.8,dataset6,2236,88,77,26.7,64.1,32.5,87.8,196
1980.7,dataset6,2226,88,77,24.6,58.9,25.6,91.4,197
1983.6,dataset6,2172,88,75,11,55.1,8.2,89.3,199
1986.5,dataset6,2148,88,74,11,13.4,8.4,85.5,200
1989.4,dataset6,2057,88,71,11,14.2,8.6,88.5,201
1992.3,dataset6,2094,88,70,11.1,18.1,19.4,92.5,201
1995.2,dataset6,2181,88,68,11.4,29.5,34.1,89.3,201
1998.1,dataset6,2131,88,68,17.8,57.7,31.8,86.6,201
2001,dataset6,2049,88,68,34.5,64,33,91.8,201
2003.9,dataset6,2041,88,68,39.7,74.1,67,90.8,203
2006.8,dataset6,2045,88,69,47.8,75.4,56.6,86.7,204
2009.7,dataset6,2228,88,70,37.4,76.9,16.1,87.9,207
